_id,SENJSKIH USKOKA 2,051/344-423,Rijeka,CENTAR ZA ODGOJ I OBRAZOVANJE,Grad Rijeka,51000,Ivone  Sabaric Rubesa,051/344-145,"Osnovna skola, Posebna ustanova odgoja i obrazovanja, Srednja s",http://centar-odgojiobrazovanje-ri.skole.hr/,"tatjana.kovacic@skole.hr, ured@centar-odgojiobrazovanje-ri.skol",08-071-026,Primorsko-goranska zupanija
80,STJEPANA ŠKREBLINA 2,"049/382-159, 049/377-959",Pregrada,SREDNJA ŠKOLA PREGRADA,Krapinsko-zagorska županija,49218,Vilmica  Kapac,"049/382-150, 049/382-151, 049/382-152, 049/382-154, 049/382-155, 049/382-156, 049/382-158, 049/382-160, 049/377-953, 049/377-960, 049/377-961, 049/382161",Srednja škola,www.ss-pregrada.skole.hr,"ss-pregrada@kr.t-com.hr, ravnateljica@ss.pregrada.hr, knjiznica@ss.pregrada.hr, admin@ss-pregrada.skole.hr, srednja.skola.pregrada@kr.t-com.hr, ured@ss-pregrada.skole.hr",02-123-501,Krapinsko-zagorska županija
81,Ljudevita Gaja 1 ,049/213-585,Bedekovčina,SREDNJA ŠKOLA BEDEKOVČINA,Krapinsko-zagorska županija,49221,Vera  Hrvoj,"049/213-514, 213-994",Srednja škola,"","sskola-bedekovcina@kr.t-com.hr, ured@ss-bedekovcina.skole.hr",02-167-501,Krapinsko-zagorska županija
82,MATIJE GUPCA 5,049/465-141,Konjščina,SREDNJA ŠKOLA KONJŠČINA,Krapinsko-zagorska županija,49282,Milojka  Rataić,"049/465-141, 049/464-356, 049/465-084",Srednja škola,www.ss-konjscina.skole.hr,"ss-konjscina@kr.htnet.hr, ured@ss-konjscina.skole.hr",02-177-501,Krapinsko-zagorska županija
83,LJ. Gaja 1,"",Oroslavje,Srednja škola Oroslavje,Krapinsko-zagorska županija,49243,Natalija  Mučnjak,"+385049588740, +385049588657, +385049588745, +385049588654, +385049588650, +385049588655, +385049588744",Srednja škola,http://ss-oroslavje.skole.hr,"admin@ss-oroslavje.skole.hr, natalija.mucnjak@skole.hr, barbara.trsinski-veverec@skole.hr, ured@ss-oroslavje.skole.hr",02-183-501,Krapinsko-zagorska županija
84,BRAĆE RADIĆA 10,049/467-169,Zlatar,SREDNJA ŠKOLA ZLATAR,Krapinsko-zagorska županija,49250,Mladen  Pavetić,"049/467-169, 049/467-169, 049/500-131, 049/467-813",Srednja škola,"",ss-zlatar@kr.htnet.hr,02-189-501,Krapinsko-zagorska županija
85,FRANKOPANSKA 30,"",Glina,Srednja škola Glina,Sisačko-moslavačka županija,44400,Marija  Margušić-Novosel,"099/489-6623, 099/583-7685, 099/489-6627",Srednja škola,http://www.ss-glina.skole.hr/,ured@ss-glina.skole.hr,03-025-501,Sisačko-moslavačka županija
86,HRVATSKIH BRANITELJA 14,044/554-428,Hrvatska Kostajnica,Srednja škola Ivana Trnskoga,Sisačko-moslavačka županija,44430,Mirela  Majstorović,"044/554-421, 044/554-427",Srednja škola,	www.ss-itrnskog-hrvatskakostajnica.skole.hr,ured@ss-itrnskog-hrvatskakostajnica.skole.hr,03-039-501,Sisačko-moslavačka županija
87,MATE LOVRAKA 3,"",Kutina,SREDNJA ŠKOLA TINA UJEVIĆA,Sisačko-moslavačka županija,44320,Saša  Sambolek,"044/683-080, 044/683-077",Srednja škola,www.ss-tujevic-kt.skole.hr,ured@ss-tujevica-kt.skole.hr,03-043-501,Sisačko-moslavačka županija
88,HRVATSKIH BRANITELJA 6,044/629259,Kutina,TEHNIČKA ŠKOLA KUTINA,Sisačko-moslavačka županija,44320,Boris  Bertović,"044/629 250, 044/629254, 044/629251, 044/629252, 044/629255",Srednja škola,"",ured@ss-tehnicka-kt.skole.hr,03-043-502,Sisačko-moslavačka županija
89,TINA UJEVIĆA 2/a,044/600-045,Novska,SREDNJA ŠKOLA NOVSKA,Sisačko-moslavačka županija,44330,Nikolina  Fijačko Filipović,044/600-045,Srednja škola,"","nfijackofilipovic@gmail.com, ss-novska@ss-novska.skole.hr",03-054-501,Sisačko-moslavačka županija
90,GUNDULIĆEVA 3,044/812-141,Petrinja,SREDNJA ŠKOLA PETRINJA,Sisačko-moslavačka županija,44250,Milan  Orlić,"044/812-141, 044/814-142",Srednja škola,"","tajnistvo.ss.petrinja@gmail.com, ravnatelj@ss-petrinja.skole.hr",03-066-501,Sisačko-moslavačka županija
91,TRG HRVATSKIH BRANITELJA 1,"",Sisak,GIMNAZIJA SISAK,Sisačko-moslavačka županija,44000,Božidar  Dujmić,0994949742,Srednja škola,"",gimnazija.sisak@skole.hr,03-076-501,Sisačko-moslavačka županija
92,MARIJANA CVETKOVIĆA 2,044/538-962,Sisak,Industrijsko-obrtnička škola Sisak,Sisačko-moslavačka županija,44000,Ivan  Vrbik,"044/537-218, 099 2161279, 044/537-212, 099 2161289",Srednja škola,", http://ss-industrijsko-obrtnicka-sk.skole.hr/",ravnatelj@ss-industrijsko-obrtnicka-sk.skole.hr,03-076-502,Sisačko-moslavačka županija
93,Aleja narodnih heroja 1,044526588,Sisak,Srednja škola Viktorovac,Sisačko-moslavačka županija,44000,Koraljka  Porić,"044533376, 044526581, 044526585, 044526582, 044526584, 044526586",Srednja škola,http://ss-viktorovac-sk.skole.hr/,ured@ss-viktorovac-sk.skole.hr,03-076-503,Sisačko-moslavačka županija
94,Ivana Fistrovića 1B,044/530-608,Sisak,Strukovna škola Sisak,Sisačko-moslavačka županija,44000,Ivica  Beloglavec,"044/530-606, 044/530-608, 044/534 955, 044/534 956, 044/530 607, 044 295 117",Srednja škola,"",ured@ss-strukovna-sk.skole.hr,03-076-505,Sisačko-moslavačka županija
95,MARIJANA CVETKOVIĆA 2,075/801-103,Sisak,Tehnička škola Sisak,Sisačko-moslavačka županija,44000,Davor  Malović,"044/537-219, 044/537-219, 044/537-217, 044/537-335",Srednja škola,"",tehnicka.sisak@ss-tehnicka-sk.skole.hr,03-076-506,Sisačko-moslavačka županija
96,KRALJA TOMISLAVA 19,044/549-799,Sisak,EKONOMSKA ŠKOLA SISAK,Sisačko-moslavačka županija,44000,Marina  Jovanić,"044/549-798, 044/782-7897",Srednja škola,ss-ekonomska-sk.skole.hr,ured@ss-ekonomska-sk.skole.hr,03-076-507,Sisačko-moslavačka županija
97,ŠKOLSKA ULICA 14,044/811-939,Topusko,Srednja škola Topusko,Sisačko-moslavačka županija,44415,Željka  Gajdek,"044/885-104, 044/811-931, 044/811-932, 044/811-933, 044/811-936",Srednja škola,www.ss-topusko.skole.hr,ured@ss-topusko.skole.hr,03-202-501,Sisačko-moslavačka županija
98,Jozefinska cesta 27,047/841-631,Duga Resa,SREDNJA ŠKOLA DUGA RESA,Karlovačka županija,47250,Tanja  Škrak,"047/841-630, 047/841-630, 047/801-666",Srednja škola,"",matica@ss-duga-resa.skole.hr,04-019-501,Karlovačka županija
99,RAKOVAC 4,047/654-130,Karlovac,GIMNAZIJA KARLOVAC,Karlovačka županija,47000,Snježana  Štranjgar,"047/ 654-130, 047/654-132, 047/655-996, 047/654-131",Srednja škola,"","kontakt@gimnazija-karlovac.hr, snjezana.stranjgar@skole.hr",04-034-501,Karlovačka županija
100,STJEPANA MIHALIĆA 43,047/636-688,Karlovac,PRIRODOSLOVNA ŠKOLA KARLOVAC,Karlovačka županija,47000,Nenad  Klasan,"047/600-806, 047/613-002, 047/613-003, 047/600-807, 047/614-085",Srednja škola,http://www.ss-prirodoslovna-ka.skole.hr/,ured@ss-prirodoslovna-ka.skole.hr,04-034-504,Karlovačka županija
101,Frana Kurelca 2,047/614596,Karlovac,EKONOMSKO - TURISTIČKA ŠKOLA,Karlovačka županija,47000,Lidija  Mikšić,"047/614-595, 047/614-596, 04/614-597",Srednja škola,www.ss-ekonomsko-turisticka-ka.skole.hr,ured@ss-ekonomsko-turisticka-ka.skole.hr,04-034-505,Karlovačka županija
102,VATROGASNA CESTA 5,047/611-175,Karlovac,ŠUMARSKA I DRVODJELJSKA ŠKOLA KARLOVAC,Karlovačka županija,47000,Daniel  Peris,"047/609-599, 047/609-591, 047/609-594",Srednja škola,www.ss-sumarskaidrvodjeljska-ka.skole.hr,"info@sumarskaskola.hr, ured@ss-sumarskaidrvodjeljska-ka.skole.hr",04-034-506,Karlovačka županija
103,DOKTORA ANDRIJE ŠTAMPARA 5,047/431-304,Karlovac,MEDICINSKA ŠKOLA,Karlovačka županija,47000,Jasminka  Štajcer,"047/431-371, 047/431-304, 047 431 303, 047 600 808",Srednja škola,www.medicinska-skola-karlovac.hr,medicinska.skola@ka.t-com.hr,04-034-507,Karlovačka županija
104,LJUDEVITA  JONKEA 2a,"",Karlovac,TEHNIČKA ŠKOLA KARLOVAC,Karlovačka županija,47000,Ivan  Janković,"047 615 806, 047 615 805, 047 615 808, 047 615 809, (047) 613 450 ; 654 568",Srednja škola,www.tehnicka-skola-karlovac.hr,"tehnicka-skola-ka@ka.t-com.hr, tajnistvo@ss-tehnicka-ka.skole.hr",04-034-508,Karlovačka županija
105,RADIĆEVA 8 i 10,047/612-137,Karlovac,TRGOVAČKO - UGOSTITELJSKA ŠKOLA,Karlovačka županija,47000,Damir  Pleša,"047/612-136, 047/612-137, 047/612-908, 047/612-907, 047/615-420, 047/616-494, 047/638-811",Srednja škola,www.ss-trgovacko-ugostiteljska-ka.skole.hr/,"tus@ka.ht.hr, uprava@ss-trgovacko-ugostiteljska-ka.skole.hr",04-034-509,Karlovačka županija
106,Struga 33,"",Karlovac,MJEŠOVITA INDUSTRIJSKO - OBRTNIČKA ŠKOLA,Karlovačka županija,47000,Snježana  Erdeljac,"047/600-854, 047/600-858, 047/615578",Srednja škola,http://www.ss-mios-ka.skole.hr,"racunovodstvo@ss-mios-ka.skole.hr, ured@ss-mios-ka.skole.hr",04-034-510,Karlovačka županija
107,Josipa Jurja Strossmayera 2,047/522-162,Ogulin,OBRTNIČKA I TEHNIČKA ŠKOLA OGULIN,Karlovačka županija,47300,Zrinka  Ceranić-Jurković,"047/522-931, 047/522-931",Srednja škola,www.otsog.hr,"otsog@otsog.hr, irena.juricic@skole.hr, ured@ss-obrtnickaitehnicka-ogulin.skole.hr",04-056-501,Karlovačka županija
108,STRUGA 3,"",Ogulin,GIMNAZIJA I STRUKOVNA ŠKOLA BERNARDINA FRANKOPANA,Karlovačka županija,47300,Hrvoje  Magdić,"",Srednja škola,http://www.gimnazija-strukovnabfrankopana-ogulin.skole.hr/,ured@gimnazija-strukovnabfrankopana-ogulin.skole.hr,04-056-503,Karlovačka županija
109,ŠKOLSKA 22,047/811-157,Slunj,SREDNJA ŠKOLA SLUNJ,Karlovačka županija,47240,Diana  Cindrić,"047/811-158, 047/777-503, 047/811-895, 047/811-896",Srednja škola,http://ss-slunj.skole.hr/,ss-slunj@ss-slunj.skole.hr,04-079-501,Karlovačka županija
110,EUGENA KUMIČIĆA 7,"",Ivanec,Srednja škola Ivanec,Varaždinska županija,42240,Lidija  Kozina,"042/782-344 (1), 042/782 344 (3)",Srednja škola,http://ss-ivanec.hr,"info@ss-ivanec.hr, ured@ss-ivanec.skole.hr",05-031-501,Varaždinska županija
111,Petra Preradovića 14,042/320-420,Varaždin,Prva gimnazija Varaždin,Varaždinska županija,42000,Janja  Banić,"042/302-122, 042/302-121, 042/302-124, 302-125",Srednja škola,www.gimnazija-varazdin.hr,ured@gimnazija-varazdin.skole.hr,05-086-501,Varaždinska županija
112,Hallerova aleja 6a,042/330-842,Varaždin,Druga gimnazija Varaždin,Varaždinska županija,42000,Višnja  Horvat,"042/330-844, 042/330-756",Srednja škola,www.gimnazija-druga-vz.skole.hr,"2gimnvz@gmail.com, info@gimnazija-druga-vz.skole.hr",05-086-502,Varaždinska županija
113,Hallerova aleja 5,042/311-626,Varaždin,Elektrostrojarska škola,Varaždinska županija,42000,Igor  Kos,"042/313-455, 042-313-498, 042-492-367, 042-201-120, 042-200-914, 042 492 - 366, 042 492 360, 042-492-370",Srednja škola,http://www.ess.hr/,"ess@vz.t-com.hr, ess.vz@skole.hr",05-086-504,Varaždinska županija
114,Vinka Međerala 11,"",Varaždin,Medicinska škola Varaždin,Varaždinska županija,42000,Mirjana  Grabar Kruljac,"042 492 001, 042 492 002, 042 492 000, 042 492 003, 042 492 007, 042 492 015, 042 492 006",Srednja škola,www.medskvz.org,"mirjana.grabar-kruljac@skole.hr, ured@ss-medicinska-vz.skole.hr",05-086-505,Varaždinska županija
115,"Božene Plazzeriano 4, 42000 Varaždin",042/330-786,Varaždin,Gospodarska škola Varaždin,Varaždinska županija,42000,Jasminka  Kelemen,"042/492-271, 042/492-272",Srednja škola,http://ss-gospodarska-vz.skole.hr/,gospodarska@ss-gospodarska-vz.skole.hr,05-086-506,Varaždinska županija
116,HALLEROVA ALEJA 3/A,042/300-475,Varaždin,STROJARSKA I PROMETNA ŠKOLA,Varaždinska županija,42000,Snježana  Klarić,"042/493-462, 091/2117705, 042/493-460, 091/1211777, 042/210-547;211-777, 042/493-461, 091/2117740",Srednja škola,www.sips.hr,zrinka.cep@skole.hr     sips@sips.hr,05-086-507,Varaždinska županija
117,BOŽENE PLAZZERIANO 4,042/492-250,Varaždin,Srednja strukovna škola,Varaždinska županija,42000,Dražen  Košćak,"042/492-252, 042/492-255, 042/492-255",Srednja škola,https://sss-vz.hr,"sss@sss-vz.hr, strukovna@ss-strukovna-vz.skole.hr",05-086-508,Varaždinska županija
118,HALLEROVA ALEJA 3,042/200-508,Varaždin,"Graditeljska, prirodoslovna i rudarska škola",Varaždinska županija,42000,Vesna  Vrček,"042/313-292, 042/210-507, 042/211-442, 042/301-392, 042/301-391, 042/200-509, 042/200-730, 042/200-733",Srednja škola,www.rudarska.hr,gprs@ss-gprs-vz.skole.hr,05-086-509,Varaždinska županija
119,Frana Supila 22,"",Varaždin,PRVA PRIVATNA GIMNAZIJA S PRAVOM JAVNOSTI VARAŽDIN,Zdenka Peričić,42000,Martina  Pažur,042/200-334,Srednja škola,"","tajnistvo@privatna.net, martina.pazur@skole.hr, ured@gimnazija-prva-privatna-vz.skole.hr",05-086-515,Varaždinska županija
120,Vinička 53,042/722-131,Marčan,"Srednja škola ""Arboretum Opeka""",Varaždinska županija,42207,Dragan  Brkić,"042/722-131, 042/208-440, 042/722-444, 042/722-444",Srednja škola,https://ao-rck.hr/,ured@ss-arboretumopeka-marcan.skole.hr,05-230-501,Varaždinska županija
121,MARUŠEVEC 82,042/729-315,Maruševec,Srednja škola u Maruševcu s pravom javnosti,Kršćanska adventistička crkva u Republici Hrvatskoj,42243,Elizabeta  Skobe Barbir,042/729-315,Srednja škola,www.ss-marusevec.hr,"ss.marusevec.racunovodstvo@gmail.com, ss.marusevec.tajnistvo@gmail.com, ss.marusevec.referada@gmail.com, ssmarusevec@gmail.com, ss.marusevec.pedagoginja@gmail.com, ured@ss-marusevec.skole.hr",05-031-502,Varaždinska županija
122,DR. IVANA KRANJČEVA 5,"",Đurđevac,STRUKOVNA ŠKOLA ĐURĐEVAC,Koprivničko-križevačka županija,48350,Darko  Špoljar,"048/811-419, 048/812-367",Srednja škola,http://ss-strukovna-djurdjevac.skole.hr/,"nevena.bedekovic@skole.hr, darko.spoljar1@skole.hr, 	ured@ss-strukovna-djurdjevac.skole.hr",06-023-502,Koprivničko-križevačka županija
123,Dr. Ivana Kranjčeva 5,"",Đurđevac,GIMNAZIJA DR. IVANA KRANJČEVA ĐURĐEVAC,Koprivničko-križevačka županija,48350,Tomislav  Ostojić,"048/812-021, 048/812-021, 048/812-021",Srednja škola,www.gimnazija-ikranjceva-djurdjevac.skole.hr,"gimnik@gimnazija-ikranjceva-djurdjevac.skole.hr, gimnik@gimnazija-ikranjceva-djurdjevac.skole.hr 	",06-023-503,Koprivničko-križevačka županija
124,DR.ŽELJKA SELINGERA 3A,048/279-817,Koprivnica,"GIMNAZIJA "" FRAN GALOVIĆ"" KOPRIVNICA",Koprivničko-križevačka županija,48000,Vjekoslav  Robotić,"048/621-099, 048/279-801, 048/279-803",Srednja škola,www.gimnazija-fgalovic-koprivnica.skole.hr/,"gimnazija-fran-galovic@kc.t-com.hr, ured@gimnazija-fgalovic-koprivnica.skole.hr",06-037-501,Koprivničko-križevačka županija
125,TRG SLOBODE 7,048/624-245,Koprivnica,OBRTNIČKA ŠKOLA KOPRIVNICA,Koprivničko-križevačka županija,48000,Zlatko  Martić,"048/621-083, 048/621-083, 048/621-083",Srednja škola,"",ured@ss-obrtnicka-koprivnica.skole.hr,06-037-502,Koprivničko-križevačka županija
126,TRG SLOBODE 7,048/623-760,Koprivnica,SREDNJA ŠKOLA KOPRIVNICA,Koprivničko-križevačka županija,48000,Mario  Latin,"048/621-088, 048/623-760",Srednja škola,"","srednja.skola.koprivnica1@kc.t-com.hr, srednja.skola.koprivnica@kc.t-com.hr, ravnatelj@ss-koprivnica.skole.hr",06-037-503,Koprivničko-križevačka županija
127,Milislava Demerca 8,"",Križevci,GIMNAZIJA IVANA ZAKMARDIJA DIJANKOVEČKOGA KRIŽEVCI,Koprivničko-križevačka županija,48260,Ivan  Peklić,"048/682-612, 048/270-155, 048/681-304",Srednja škola,http://www.gimnazija-izdijankoveckoga-kc.skole.hr/,ured@gimnazija-izdijankoveckoga-kc.skole.hr,06-041-501,Koprivničko-križevačka županija
128,Trg svetog Florijana 14.b,048 279 495,Križevci,"SREDNJA ŠKOLA ""IVAN SELJANEC"" KRIŽEVCI",Koprivničko-križevačka županija,48260,Gordana  Juran-Ratković,"048/279-490, 048/279-491",Srednja škola,ss-iseljanec-kc.skole.hr,"vlatko.valencak@skole.hr, gordana.juran-ratkovic@skole.hr, ured@ss-iseljanec-kc.skole.hr",06-041-502,Koprivničko-križevačka županija
129,MILISLAVA DEMERCA 1,048/682-614,Križevci,SREDNJA GOSPODARSKA ŠKOLA KRIŽEVCI,Koprivničko-križevačka županija,48260,Toni  Svoboda,"048/682-614, 048/681-247, 048/270-367",Srednja škola,http:://www.ss-gospodarska-kc.skole.hr,"	ravnatelj@ss-gospodarska-kc.skole.hr, ured@ss-gospodarska-kc.skole.hr",06-041-504,Koprivničko-križevačka županija
130,Matice hrvatske 17,"",Bjelovar,GIMNAZIJA BJELOVAR,Bjelovarsko-bilogorska županija,43000,Tanja  Mamić,"043 241 088, Mob. 091 609 1996, 043 220 945, 043 220 176, 043 221 310, 043 220 175, 043 221 175, 043 241 578",Srednja škola,"",ured@gimnazija-bjelovar.skole.hr,07-004-502,Bjelovarsko-bilogorska županija
131,Poljana dr. Franje Tuđmana 8,"",Bjelovar,MEDICINSKA ŠKOLA BJELOVAR,Bjelovarsko-bilogorska županija,43000,Biljana  Balenović,"043/277-080, 043/242-333, 043/277-083, 043/277-084, 043/277-082",Srednja škola,www.medskolabjelovar.hr,msbj@ss-medicinska-bj.skole.hr,07-004-503,Bjelovarsko-bilogorska županija
132,Poljana dr. Franje Tuđmana 9,043/220-079,Bjelovar,KOMERCIJALNA I TRGOVAČKA ŠKOLA BJELOVAR,Bjelovarsko-bilogorska županija,43000,Nataša  Vibiral,"043/241-920, 043/241-276, 043/220-080, 243-998",Srednja škola,http://www.trgovackaskola-bjelovar.hr,"kts@ss-trgovacka-bj.skole.hr, tajnistvo@ss-trgovacka-bj.skole.hr",07-004-504,Bjelovarsko-bilogorska županija
133,Poljana dr. Franje Tuđmana 9,043 277-028,Bjelovar,EKONOMSKA I BIROTEHNIČKA ŠKOLA BJELOVAR,Bjelovarsko-bilogorska županija,43000,Vladimir  Štefanec,"043/244-029, 043/277-026, 043/277-027, 043/277-028, 043/277-029, 043/277-030",Srednja škola,https://ekonomska-birotehnicka-skola.bj.hr/,ebb-tajnistvo@bj.t-com.hr,07-004-505,Bjelovarsko-bilogorska županija
134,Dr. Ante Starčevića 28 ,043/244-721,Bjelovar,TEHNIČKA ŠKOLA BJELOVAR,Bjelovarsko-bilogorska županija,43000,Dario  Malogorski,"043/244-721, 043/242-139, 043/244-004, 043/244-003",Srednja škola,"http://ss-tehnicka-bj.skole.hr, tsbj.com.hr",tsbj@ss-tehnicka-bj.skole.hr,07-004-506,Bjelovarsko-bilogorska županija
135,Dr. Ante Starčevića 24,043/244-722,Bjelovar,OBRTNIČKA ŠKOLA BJELOVAR,Bjelovarsko-bilogorska županija,43000,Branko  Cvetković,"043/244-722, 043/244-722, 043/244-723",Srednja škola,obs-bj.hr,os@ss-obrtnicka-bj.skole.hr,07-004-507,Bjelovarsko-bilogorska županija
136,Poljana dr. Franje Tuđmana 10,043/244-725,Bjelovar,TURISTIČKO-UGOSTITELJSKA I PREHRAMBENA ŠKOLA BJELOVAR,Bjelovarsko-bilogorska županija,43000,Dalibor  Vukalović,"043/244-725, 043/221-160",Srednja škola,www.tups-bj.hr,ured@ss-ugostiteljskaiprehrambena-bj.skole.hr,07-004-508,Bjelovarsko-bilogorska županija
137,LIVADARSKA 30,"",Čazma,SREDNJA ŠKOLA ČAZMA,Bjelovarsko-bilogorska županija,43240,Irena  Ivanović,"043/771-014, 043/771-939, 043/227-013, 043-227-014, 043220996, 043247726",Srednja škola,www.ss-cazma.skole.hr,"ravnateljica@ss-cazma.skole.hr, ured@ss-cazma.skole.hr",07-011-501,Bjelovarsko-bilogorska županija
138,I.Gundulića 14,"",Daruvar,TEHNIČKA ŠKOLA DARUVAR,Bjelovarsko-bilogorska županija,43500,Sanja  Klubička,"043/331-082, 043/331-082, 043/331-094, 043/335-807, 043 331 030",Srednja škola,http://www.tsd.hr/,"ravnatelj@tsd.hr, knjiznica@tsd.hr, ured@ss-tehnicka-da.skole.hr",07-012-501,Bjelovarsko-bilogorska županija
139,IVANA GUNDULIĆA 14,"",Daruvar,GIMNAZIJA DARUVAR,Bjelovarsko-bilogorska županija,43500,Romana  Herout,"043/331-982, 043/335-318",Srednja škola,"","romana.bakaric@skole.hr, ured@gimnazija-daruvar.skole.hr",07-012-502,Bjelovarsko-bilogorska županija
140,IVANA GUNDULIĆA 14,043/331-178,Daruvar,EKONOMSKA I TURISTIČKA ŠKOLA DARUVAR,Bjelovarsko-bilogorska županija,43500,Dinka  Kavalir,"043/335-841, 043/331-079, 043/331-178, 043/333-360",Srednja škola,http://ss-ekonomskaituristicka-da.skole.hr,"etsda@etsda.hr, etsda@ss-ekonomskaituristicka-da.skole.hr;",07-012-503,Bjelovarsko-bilogorska županija
141,KOLODVORSKA 6,043/531-157,Garešnica,"SREDNJA ŠKOLA ""AUGUST ŠENOA"" GAREŠNICA",Bjelovarsko-bilogorska županija,43280,Robert  Kelečić,"043/445-480, 043/445-483, 043/445-484, 043/ 445-482, 043/ 445-481",Srednja škola,"",ssasenoa@ss-asenoa-garesnica.skole.hr,07-024-501,Bjelovarsko-bilogorska županija
142,Bartola Kašića 1,043/485-126,Grubišno Polje,SREDNJA ŠKOLA BARTOLA KAŠIĆA GRUBIŠNO POLJE,Bjelovarsko-bilogorska županija,43290,Branka  Bakić,"043/485-040, 043/485-040, 043/448-038",Srednja škola,ss-bkasica-grubisnopolje.skole.hr,ured@ss-bkasica-grubisnopolje.skole.hr,07-028-501,Bjelovarsko-bilogorska županija
143,ZIDARSKA 4,051/781-044,Crikvenica,Srednja škola dr. Antuna Barca Crikvenica,Primorsko-goranska županija,51260,Ana  Tomić Njegovan,"051/241-202, 051/784-211, 051/784-212, 051/445-128, 051/445-129, 051/502-525",Srednja škola,www.ss-abarca-crikvenica.skole.hr,ured@ss-abarca-crikvenica.skole.hr,08-008-501,Primorsko-goranska županija
144,Narodnog oslobođenja 5,051/821-034,Čabar,Srednja škola Vladimir Nazor,Primorsko-goranska županija,51306,Kristijan  Rajšel,"051/821-017, 051/821-671",Srednja škola,www.ss-vnazor-cabar.skole.hr,ured@ss-vnazor-cabar.skole.hr,08-009-501,Primorsko-goranska županija
145,LUJZINSKA CESTA 42,051/812203,Delnice,SREDNJA ŠKOLA DELNICE,Primorsko-goranska županija,51300,Slađana  Srkoč,"051/812203, 051/812047, 051/811009",Srednja škola,ss-delnice.skole.hr,ured@ss-delnice.skole.hr,08-013-501,Primorsko-goranska županija
146,Vinogradska 3,"",Krk,Srednja škola Hrvatski kralj Zvonimir,Primorsko-goranska županija,51500,Gordija  Marijan,"051/221-400, 051/221-420",Srednja škola,http://ss-hrvatskikraljzvonimir-krk.skole.hr/,"racunovodstvo@ss-hrvatskikraljzvonimir-krk.skole.hr, gordija.marijan@skole.hr, srednja-skola-krk@ri.t-com.hr",08-042-501,Primorsko-goranska županija
147,EUGENA KUMIČIĆA 14,051 711 154,Opatija,UGOSTITELJSKA ŠKOLA OPATIJA,Primorsko-goranska županija,51410,Sibila  Roth,"051 718 520, 051 603 140, 051 561 390",Srednja škola,http://ss-ugostiteljska-opatija.skole.hr,tajnistvo@ugostiteljskaskolaopatija.hr,08-058-501,Primorsko-goranska županija
148,Drage Gervaisa 2,051/271-966,Opatija,Gimnazija Eugena Kumičića Opatija,Primorsko-goranska županija,51410,Boris  Barbarić,"051/271-966, 051/272-602",Srednja škola,"","gek.opatija@gimnazija-ekumicica-opatija.skole.hr, ured@gimnazija-ekumicica-opatija.skole.hr",08-058-502,Primorsko-goranska županija
149,BOŽE MILANOVIĆA 3,051/271-543,Opatija,OBRTNIČKA ŠKOLA,Primorsko-goranska županija,51410,Loredana  Grdinić,"051/494816, 051/494813, 051/494812, 051/494815, 051/494811, 051/494814",Srednja škola,"",ured@ss-obrtnicka-opatija.skole.hr,08-058-503,Primorsko-goranska županija
150,Drage Gervaisa 2,+385 (51) 71 15 95,Opatija,HOTELIJERSKO - TURISTIČKA ŠKOLA,Primorsko-goranska županija,51410,Ksenija  Beljan,"+385 (51) 27 15 95, +385 (51) 60 32 16, +385 (51) 71 88 59",Srednja škola,http://ss-hotelijersko-turisticka-opatija.skole.hr/,hts@ss-hotelijersko-turisticka-opatija.skole.hr,08-058-504,Primorsko-goranska županija
151,BANJOL 11,"",Rab,Srednja škola Markantuna de Dominisa Rab,Primorsko-goranska županija,51280,Damir  Paparić,"051 339 638, 051 724 179, 051 725 954, 051 339 636, 051 724 179, 051 724 941",Srednja škola,www.ss-mddominisa-rab.skole.hr,"damir.paparic@skole.hr, srednjaskola-rab@inet.hr, margarita.cutul@skole.hr, tajnistvo@ss-rab-mddominisa-rab.skole.hr, zoran.antunovic1@skole.hr",08-070-501,Primorsko-goranska županija
152,JOŽE VLAHOVIĆA 10,051/648-781,Rijeka,Strojarska škola za industrijska i obrtnička zanimanja,Primorsko-goranska županija,51000,Gojko  Miletić,"051/343-145, 051/343-132, 051/301-001, 051/645-941, 051/343-333, 051/688-575",Srednja škola,http://www.ss-strojarskazaiiozanimanja-ri.skole.hr,ured@ss-strojarskazaiiozanimanja-ri.skole.hr,08-071-501,Primorsko-goranska županija
153,ERAZMA BARČIĆA 6,051/330-210,Rijeka,SREDNJA TALIJANSKA ŠKOLA - RIJEKA SCUOLA MEDIA SUPERIORE ITALIANA - FIUME,Primorsko-goranska županija,51000,Michele  Scalembra,"051/213-804, 051/330-210",Srednja škola,"",sts-smsi@email.t-com.hr,08-071-502,Primorsko-goranska županija
154,STANE VONČINE 1A,051/351-077,Rijeka,Škola za trgovinu i modni dizajn Rijeka,Primorsko-goranska županija,51000,Antonija  Bukša,"051/351-072, 051/351-071, 051/351-074, 051/351-075, 051/351-073, 051/351-076",Srednja škola,"","skola-tmod@ss-tmd-ri.skole.hr, trgovacka-i-tekstilna-skola@ri.t-com.hr",08-071-503,Primorsko-goranska županija
155,ZVONIMIROVA 12,051/678-920,Rijeka,Srednja škola za elektrotehniku i računalstvo,Primorsko-goranska županija,51000,Mladen  Stojić,"051/678-910, 051/678-912, 051/678-911, 051/678-913",Srednja škola,www.sser.hr,"sser@sser.com.hr, ured@ss-elektrotehnicka-ri.skole.hr",08-071-504,Primorsko-goranska županija
